Commodity,State,Market,Today Price,Last Week,Last Month,Last Year,Today Arrivals,Last Week,Last Month,Last Year
Tomato,Tamil Nadu,Tirupatthur(Uzhavar Sandhai ),3500 (Mx:3500 Mn:3200),3000 (Mx:3000 Mn:2500),1800 (Mx:1800 Mn:1500),-,0.32,0.32,0.32,-
Tomato,Tamil Nadu,Tiruppur (North) (Uzhavar Sandhai ),2500 (Mx:2500 Mn:2000),2200 (Mx:2200 Mn:1800),1600 (Mx:1600 Mn:1400),-,2.3,1.87,1.78,-
Tomato,Tamil Nadu,Tiruppur (South) (Uzhavar Sandhai ),2400 (Mx:2400 Mn:2200),2000 (Mx:2000 Mn:1800),1600 (Mx:1600 Mn:1000),-,10.15,10.96,12.35,-
Tomato,Tamil Nadu,Tiruvallur(Uzhavar Sandhai ),2800 (Mx:2800 Mn:2800),2000 (Mx:2000 Mn:2000),1500 (Mx:1500 Mn:1500),-,0.22,0.2,0.24,-
Tomato,Tamil Nadu,Tiruvannamalai(Uzhavar Sandhai ),2500 (Mx:2500 Mn:2000),1500 (Mx:1500 Mn:1000),1400 (Mx:1400 Mn:1000),-,1.95,1.7,1.7,-
Tomato,Tamil Nadu,Tiruvarur(Uzhavar Sandhai ),2400 (Mx:2400 Mn:2400),2000 (Mx:2000 Mn:2000),1800 (Mx:1800 Mn:1800),-,0.25,0.28,0.23,-
Tomato,Tamil Nadu,Tuticorin(Uzhavar Sandhai ),3000 (Mx:3000 Mn:2500),3000 (Mx:3000 Mn:2500),2000 (Mx:2000 Mn:1500),-,1.3,1.25,1.4,-
Tomato,Tamil Nadu,Udhagamandalam(Uzhavar Sandhai ),3000 (Mx:3000 Mn:2500),2400 (Mx:2400 Mn:2000),2200 (Mx:2200 Mn:1800),-,2.48,2.13,2.5,-
Tomato,Tamil Nadu,Udumalpet,2600 (Mx:2600 Mn:2200),2200 (Mx:2200 Mn:2000),1700 (Mx:1700 Mn:1400),50 (Mx:50 Mn:45),1.35,1.32,1.24,1.01
Tomato,Tamil Nadu,Ulundurpettai,2500 (Mx:2500 Mn:2500),2500 (Mx:2500 Mn:2500),2000 (Mx:2000 Mn:1500),40 (Mx:40 Mn:40),0.35,0.32,0.36,0.3
Tomato,Tamil Nadu,Usilampatty,3300 (Mx:3300 Mn:3000),2500 (Mx:2500 Mn:2000),1400 (Mx:1400 Mn:1200),50 (Mx:50 Mn:45),0.58,0.58,0.58,0.4
Tomato,Tamil Nadu,Vadaseri,3500 (Mx:3500 Mn:3200),3000 (Mx:3000 Mn:2800),2500 (Mx:2500 Mn:2200),60 (Mx:60 Mn:55),1.24,1.25,1.15,0.87
Tomato,Tamil Nadu,Vadavalli(Uzhavar Sandhai ),2700 (Mx:2700 Mn:2200),2200 (Mx:2200 Mn:1800),2800 (Mx:2800 Mn:1500),-,1.3,1.68,1.79,-
Tomato,Tamil Nadu,Valangaiman,2800 (Mx:2800 Mn:2800),2400 (Mx:2400 Mn:2400),1400 (Mx:1400 Mn:1400),46 (Mx:46 Mn:46),0.08,0.08,0.06,0.15
Tomato,Tamil Nadu,Vandavasi(Uzhavar Sandhai ),2000 (Mx:2000 Mn:1500),1500 (Mx:1500 Mn:1000),-,-,0.01,0.01,-,-
Tomato,Tamil Nadu,Vaniyampadi(Uzhavar Sandhai ),2500 (Mx:2500 Mn:2000),2500 (Mx:2500 Mn:2200),1000 (Mx:1000 Mn:1000),-,8.4,9.3,11.25,-
Tomato,Tamil Nadu,Vedasanthur(Uzhavar Sandhai ),3000 (Mx:3000 Mn:2000),2400 (Mx:2400 Mn:2000),1500 (Mx:1500 Mn:1000),-,0.12,0.17,0.24,-
Tomato,Tamil Nadu,Velayuthampalayam(Uzhavar Sandhai ),3000 (Mx:3000 Mn:2400),2200 (Mx:2200 Mn:1800),1600 (Mx:1600 Mn:1200),-,0.22,0.22,0.21,-
Tomato,Tamil Nadu,Vellore,2000 (Mx:2000 Mn:1800),1600 (Mx:1600 Mn:1500),1300 (Mx:1300 Mn:1000),38 (Mx:38 Mn:35),4.8,4.9,5.1,4.1
Tomato,Tamil Nadu,Viralimalai(Uzhavar Sandhai ),3000 (Mx:3000 Mn:2500),2500 (Mx:2500 Mn:2100),1500 (Mx:1500 Mn:1200),-,0.39,0.38,0.36,-
Tomato,Tamil Nadu,Virudhunagar(Uzhavar Sandhai ),2500 (Mx:2500 Mn:2400),2300 (Mx:2300 Mn:2200),2000 (Mx:2000 Mn:1600),-,0.14,0.14,0.11,-
Tomato,Tamil Nadu,Viruthachalam(Uzhavar Sandhai ),2500 (Mx:2500 Mn:2500),2500 (Mx:2500 Mn:2500),1500 (Mx:1500 Mn:1500),-,0.13,0.13,0.15,-
Tomato,Telangana,Chevella,1200 (Mx:1200 Mn:1200),1500 (Mx:1500 Mn:1500),-,5000 (Mx:5000 Mn:5000),6,6.5,-,4.5
Tomato,Telangana,Gudimalkapur,1200 (Mx:2200 Mn:800),1200 (Mx:2000 Mn:800),700 (Mx:1200 Mn:400),2400 (Mx:4000 Mn:1200),196.4,190.8,298.7,174.5
Tomato,Telangana,Ibrahimputnam,2200 (Mx:2600 Mn:2000),-,1200 (Mx:1500 Mn:800),-,2.5,-,4,-
Tomato,Telangana,Kalwakurthy,1400 (Mx:1600 Mn:1200),1200 (Mx:1600 Mn:800),900 (Mx:1200 Mn:600),-,3.5,4.5,3.9,-
Tomato,Telangana,Kukatpally(Rythu Bazar),2700 (Mx:2700 Mn:2700),2100 (Mx:2100 Mn:2100),-,-,13.3,12.4,-,-
Tomato,Telangana,L B Nagar,1400 (Mx:2200 Mn:1000),1200 (Mx:1600 Mn:800),800 (Mx:1200 Mn:600),2400 (Mx:3200 Mn:1600),62.5,69.8,63.6,45.9
Tomato,Telangana,Mahabubnagar(Rythu Bazar),3000 (Mx:3200 Mn:2800),3000 (Mx:3200 Mn:2800),-,-,2.43,2.15,-,-
Tomato,Telangana,Mahboob Manison,2000 (Mx:2400 Mn:1600),1600 (Mx:1800 Mn:1200),1000 (Mx:1200 Mn:800),3600 (Mx:4000 Mn:3200),22.7,26.2,30.6,14.5
Tomato,Telangana,Mancharial,3900 (Mx:3900 Mn:3900),3900 (Mx:3900 Mn:3900),2900 (Mx:2900 Mn:2900),-,4.5,4.6,4.3,-
Tomato,Telangana,Mehndipatnam(Rythu Bazar),2700 (Mx:2700 Mn:2700),2100 (Mx:2100 Mn:2100),1500 (Mx:1500 Mn:1500),4300 (Mx:4300 Mn:4300),9.5,7.1,7.2,8.2
Tomato,Telangana,Shadnagar,600 (Mx:1500 Mn:500),1000 (Mx:1200 Mn:800),600 (Mx:800 Mn:500),4000 (Mx:4500 Mn:3500),3.5,2.5,3.5,3.5
Tomato,Telangana,Vantamamidi,1100 (Mx:1200 Mn:1000),1000 (Mx:1200 Mn:800),1000 (Mx:1200 Mn:800),-,3,4,0.2,-
Tomato,Telangana,Warangal,1800 (Mx:2000 Mn:1600),1500 (Mx:1600 Mn:1400),1100 (Mx:1200 Mn:1000),3750 (Mx:4000 Mn:3500),24,26,26,22
Tomato,Tripura,Barpathari,6000 (Mx:6100 Mn:5900),6000 (Mx:6100 Mn:5900),4000 (Mx:4100 Mn:3900),-,0.3,0.3,0.4,-
Tomato,Tripura,Gandacharra,7600 (Mx:7700 Mn:7500),6600 (Mx:6700 Mn:6500),4600 (Mx:4700 Mn:4500),-,2,1,1,-
Tomato,Tripura,Garjee,6300 (Mx:6500 Mn:6000),-,-,-,0.2,-,-,-
Tomato,Tripura,Kalyanpur,7600 (Mx:7800 Mn:7500),-,4100 (Mx:4200 Mn:4000),-,0.1,-,0.2,-
Tomato,Tripura,Nutanbazar,11500 (Mx:12000 Mn:10500),7950 (Mx:8000 Mn:7850),-,-,0.2,0.2,-,-
Tomato,Tripura,Pabiacherra,3900 (Mx:4000 Mn:3800),-,-,6200 (Mx:6300 Mn:6100),0.5,-,-,0.5
Tomato,Tripura,Silachhari,5800 (Mx:6000 Mn:5500),-,4300 (Mx:4500 Mn:4000),-,0.1,-,0.1,-
Tomato,Tripura,Sonamura,5000 (Mx:5500 Mn:4500),4000 (Mx:4200 Mn:3800),3000 (Mx:3500 Mn:2800),-,0.6,0.9,0.7,-
Tomato,Tripura,Teliamura,4100 (Mx:4200 Mn:4000),4100 (Mx:4200 Mn:4000),-,-,0.3,0.2,-,-
Tomato,Uttar Pradesh,Achalda,2100 (Mx:2200 Mn:2000),1600 (Mx:1650 Mn:1500),1230 (Mx:1320 Mn:1100),-,80,4,3,-
Tomato,Uttar Pradesh,Achnera,2200 (Mx:2250 Mn:2150),1630 (Mx:1660 Mn:1600),1040 (Mx:1080 Mn:1000),2150 (Mx:2200 Mn:2100),1.4,1.5,1.5,0.7
Tomato,Uttar Pradesh,Agra,2000 (Mx:2300 Mn:1900),1550 (Mx:1700 Mn:1400),1000 (Mx:1150 Mn:850),-,60,74,70,-
Tomato,Uttar Pradesh,Ajuha,2180 (Mx:2250 Mn:2100),2020 (Mx:2100 Mn:1950),1130 (Mx:1200 Mn:1060),2350 (Mx:2400 Mn:2290),2,2.3,2.4,1.3
Tomato,Uttar Pradesh,Akbarpur,2160 (Mx:2200 Mn:2100),1950 (Mx:2015 Mn:1790),1100 (Mx:1215 Mn:950),2180 (Mx:2200 Mn:2100),7,13.5,21,25
Tomato,Uttar Pradesh,Aligarh,2020 (Mx:2100 Mn:1950),1460 (Mx:1520 Mn:1400),860 (Mx:900 Mn:800),2300 (Mx:2400 Mn:2200),40,60,70,25
Tomato,Uttar Pradesh,Allahabad,2145 (Mx:2160 Mn:2100),2035 (Mx:2080 Mn:2000),1100 (Mx:1135 Mn:1075),-,10,8,32,-
Tomato,Uttar Pradesh,Amroha,2080 (Mx:2150 Mn:2000),1800 (Mx:1900 Mn:1700),910 (Mx:1000 Mn:750),2150 (Mx:2250 Mn:2050),35,65,600,35
Tomato,Uttar Pradesh,Anandnagar,1700 (Mx:1800 Mn:1600),2000 (Mx:2200 Mn:1800),900 (Mx:1000 Mn:800),-,0.1,0.5,0.5,-
Tomato,Uttar Pradesh,Anoop Shahar,1600 (Mx:1800 Mn:1400),1800 (Mx:2000 Mn:1600),1000 (Mx:1200 Mn:800),2300 (Mx:2500 Mn:2100),0.8,1,0.8,1.2
Tomato,Uttar Pradesh,Anwala,1800 (Mx:2000 Mn:1500),1900 (Mx:2000 Mn:1800),1500 (Mx:1800 Mn:1400),1500 (Mx:1800 Mn:1400),1,1,1,1.4
Tomato,Uttar Pradesh,Auraiya,2100 (Mx:2350 Mn:1950),1650 (Mx:1720 Mn:1550),1230 (Mx:1320 Mn:1130),2600 (Mx:2700 Mn:2500),12,10.5,12.5,4
Tomato,Uttar Pradesh,Azamgarh,2140 (Mx:2210 Mn:2070),2220 (Mx:2280 Mn:2150),1020 (Mx:1080 Mn:950),-,2.2,2.2,1.5,-
Tomato,Uttar Pradesh,Bachranwa,2050 (Mx:2100 Mn:2000),1900 (Mx:1950 Mn:1850),1015 (Mx:1050 Mn:1000),-,0.8,0.6,0.7,-
Tomato,Uttar Pradesh,Badayoun,2050 (Mx:2125 Mn:1990),1975 (Mx:2040 Mn:1915),902.5 (Mx:980 Mn:850),2400 (Mx:2500 Mn:2340),2,3.2,7,1.8
Tomato,Uttar Pradesh,Bahraich,2350 (Mx:2450 Mn:2250),1890 (Mx:1975 Mn:1800),1700 (Mx:1800 Mn:1600),2950 (Mx:3050 Mn:2850),7,8,9,5.5
Tomato,Uttar Pradesh,Ballia,2180 (Mx:2215 Mn:2150),2210 (Mx:2240 Mn:2180),1010 (Mx:1030 Mn:990),-,11,11,20,-
Tomato,Uttar Pradesh,Balrampur,2370 (Mx:2475 Mn:2250),1850 (Mx:1960 Mn:1750),1700 (Mx:1800 Mn:1600),-,8,8,8,-
Tomato,Uttar Pradesh,Banda,2350 (Mx:2410 Mn:2300),1800 (Mx:1840 Mn:1740),1250 (Mx:1310 Mn:1200),2400 (Mx:2475 Mn:2325),4,5,6,2.2
Tomato,Uttar Pradesh,Bangarmau,2050 (Mx:2100 Mn:2000),1860 (Mx:1910 Mn:1810),-,2160 (Mx:2200 Mn:2100),6.8,5.5,-,1.8
Tomato,Uttar Pradesh,Barabanki,2090 (Mx:2140 Mn:2040),1960 (Mx:2010 Mn:1910),1040 (Mx:1100 Mn:1000),-,3.9,3.8,3.3,-
Tomato,Uttar Pradesh,Baraut,1920 (Mx:2000 Mn:1850),1800 (Mx:1850 Mn:1700),-,-,5,2,-,-
Tomato,Uttar Pradesh,Bareilly,2012.5 (Mx:2050 Mn:1987.5),1987.5 (Mx:2012.5 Mn:1962.5),855 (Mx:887.5 Mn:837.5),2470 (Mx:2500 Mn:2450),7,9,12.5,1.5
Tomato,Uttar Pradesh,Bharthna,2150 (Mx:2250 Mn:2050),1865 (Mx:1965 Mn:1765),1250 (Mx:1350 Mn:1150),2290 (Mx:2390 Mn:2190),1.8,2.5,6,1.7
Tomato,Uttar Pradesh,Bharuasumerpur,2400 (Mx:2425 Mn:2350),-,1225 (Mx:1275 Mn:1175),2425 (Mx:2450 Mn:2400),2.5,-,3.6,1.6
Tomato,Uttar Pradesh,Bilsi,2025 (Mx:2075 Mn:1975),1990 (Mx:2025 Mn:1950),915 (Mx:950 Mn:875),2300 (Mx:2350 Mn:2250),0.8,0.6,0.8,0.8
Tomato,Uttar Pradesh,Bindki,2220 (Mx:2300 Mn:2140),2060 (Mx:2120 Mn:2000),1050 (Mx:1200 Mn:1000),2380 (Mx:2400 Mn:2340),5,5,7,1.3
Tomato,Uttar Pradesh,Buland Shahr,2050 (Mx:2200 Mn:1800),1870 (Mx:2000 Mn:1750),1075 (Mx:1200 Mn:950),-,3,5,1.8,-
Tomato,Uttar Pradesh,Chaandpur,1000 (Mx:1100 Mn:900),900 (Mx:1000 Mn:800),900 (Mx:1000 Mn:800),-,0.02,0.02,0.02,-
Tomato,Uttar Pradesh,Chandausi,2075 (Mx:2100 Mn:2050),1870 (Mx:1900 Mn:1850),940 (Mx:1000 Mn:900),-,6,10,11,-
Tomato,Uttar Pradesh,Chandoli,2160 (Mx:2210 Mn:2110),2050 (Mx:2100 Mn:2000),1050 (Mx:1120 Mn:1000),-,8,6.5,9,-
Tomato,Uttar Pradesh,Chhibramau,2050 (Mx:2150 Mn:1970),1820 (Mx:1900 Mn:1750),1225 (Mx:1300 Mn:1150),2050 (Mx:2100 Mn:2000),3,6,14,1.5
Tomato,Uttar Pradesh,Chitwadagaon,2170 (Mx:2210 Mn:2135),2200 (Mx:2240 Mn:2155),980 (Mx:1020 Mn:940),-,0.6,0.6,0.5,-
Tomato,Uttar Pradesh,Chorichora,2200 (Mx:2400 Mn:2100),2100 (Mx:2200 Mn:2000),1600 (Mx:1800 Mn:1500),-,2.8,1,1,-
Tomato,Uttar Pradesh,Choubepur,2050 (Mx:2150 Mn:1950),1800 (Mx:1850 Mn:1700),1150 (Mx:1250 Mn:1050),-,6,8.5,8.5,-
Tomato,Uttar Pradesh,Chutmalpur,1200 (Mx:1300 Mn:1100),1200 (Mx:1300 Mn:1100),600 (Mx:700 Mn:500),600 (Mx:700 Mn:500),3,3.7,2.5,3.6
Tomato,Uttar Pradesh,Dadri,1900 (Mx:2010 Mn:1815),1810 (Mx:1900 Mn:1730),955 (Mx:1035 Mn:870),1980 (Mx:2200 Mn:1700),6,7,25,7
Tomato,Uttar Pradesh,Dankaur,1820 (Mx:1955 Mn:1700),1975 (Mx:2100 Mn:1800),1095 (Mx:1155 Mn:900),1950 (Mx:2100 Mn:1800),1.2,1.3,1.2,1.3
Tomato,Uttar Pradesh,Doharighat,1970 (Mx:2000 Mn:1900),1950 (Mx:2000 Mn:1900),1000 (Mx:1060 Mn:940),-,5,20,12.5,-
Tomato,Uttar Pradesh,Dudhi,1700 (Mx:1800 Mn:1600),1600 (Mx:1700 Mn:1500),600 (Mx:700 Mn:500),1800 (Mx:1800 Mn:1700),1,1,1.7,3.5
Tomato,Uttar Pradesh,Etah,1940 (Mx:2000 Mn:1600),1630 (Mx:2000 Mn:1500),900 (Mx:1000 Mn:800),2200 (Mx:2500 Mn:1850),2.8,12.5,15,5
Tomato,Uttar Pradesh,Etawah,2100 (Mx:2200 Mn:1900),1855 (Mx:1950 Mn:1650),-,2280 (Mx:2500 Mn:2080),30,47.5,-,17
Tomato,Uttar Pradesh,Faizabad,2100 (Mx:2200 Mn:2040),2000 (Mx:2185 Mn:1960),1250 (Mx:1280 Mn:1160),2150 (Mx:2200 Mn:2060),25,15,30,30
Tomato,Uttar Pradesh,Farukhabad,2100 (Mx:2200 Mn:2000),1725 (Mx:1800 Mn:1600),1200 (Mx:1300 Mn:1100),2380 (Mx:2500 Mn:2300),5,5,7.5,4.5
Tomato,Uttar Pradesh,Fatehpur,2200 (Mx:2300 Mn:2100),2045 (Mx:2150 Mn:1950),1220 (Mx:1310 Mn:1100),2300 (Mx:2400 Mn:2200),2,8,2.5,0.8
Tomato,Uttar Pradesh,Firozabad,1975 (Mx:2080 Mn:1860),1620 (Mx:1710 Mn:1500),1030 (Mx:1140 Mn:925),2110 (Mx:2200 Mn:2025),25.5,29,28.5,18
Tomato,Uttar Pradesh,Gadaura,2100 (Mx:2200 Mn:2000),-,1300 (Mx:1400 Mn:1200),1600 (Mx:1700 Mn:1500),0.4,-,0.3,0.6
Tomato,Uttar Pradesh,Gazipur,2080 (Mx:2200 Mn:2000),2100 (Mx:2130 Mn:2070),1100 (Mx:1130 Mn:1080),-,0.5,4,14,-
Tomato,Uttar Pradesh,Ghaziabad,1875 (Mx:1920 Mn:1830),1790 (Mx:1835 Mn:1745),940 (Mx:985 Mn:895),1950 (Mx:2000 Mn:1900),115,90,180,55
Tomato,Uttar Pradesh,Ghiraur,2000 (Mx:2100 Mn:1900),1620 (Mx:1720 Mn:1520),-,2100 (Mx:2200 Mn:2000),4.4,4.3,-,1.9
Tomato,Uttar Pradesh,Golagokarnath,2045 (Mx:2100 Mn:2000),1990 (Mx:2050 Mn:1925),845 (Mx:900 Mn:800),-,6.5,8,7,-
Tomato,Uttar Pradesh,Gonda,2500 (Mx:2700 Mn:2475),1800 (Mx:1850 Mn:1650),1700 (Mx:1800 Mn:1660),3700 (Mx:3900 Mn:3660),10,14.5,17,2.5
Tomato,Uttar Pradesh,Gopiganj,1245 (Mx:1295 Mn:1195),1970 (Mx:2005 Mn:1935),875 (Mx:910 Mn:835),-,3.8,3.5,6,-
Tomato,Uttar Pradesh,Gurusarai,2380 (Mx:2400 Mn:2350),2040 (Mx:2050 Mn:2020),1060 (Mx:1065 Mn:1050),2740 (Mx:2800 Mn:2700),15,14,14,3
Tomato,Uttar Pradesh,Haathras,1800 (Mx:1900 Mn:1700),1550 (Mx:1650 Mn:1450),970 (Mx:1070 Mn:870),-,22,30,31,-
Tomato,Uttar Pradesh,Hardoi,2100 (Mx:2130 Mn:2070),1890 (Mx:1930 Mn:1850),990 (Mx:1045 Mn:960),2150 (Mx:2200 Mn:2100),16.5,17.5,20.1,21
Tomato,Uttar Pradesh,Hasanpur,850 (Mx:1000 Mn:810),-,850 (Mx:1000 Mn:810),950 (Mx:1010 Mn:920),2,-,2,5
Tomato,Uttar Pradesh,Jagnair,750 (Mx:800 Mn:700),-,-,-,3.2,-,-,-
Tomato,Uttar Pradesh,Jahangirabad,2170 (Mx:2260 Mn:2075),1900 (Mx:1995 Mn:1810),-,1980 (Mx:2085 Mn:1877),0.7,0.7,-,1.2
Tomato,Uttar Pradesh,Jasvantnagar,2120 (Mx:2170 Mn:2070),1865 (Mx:1915 Mn:1815),1240 (Mx:1290 Mn:1190),-,4,3.3,3,-
Tomato,Uttar Pradesh,Jayas,2050 (Mx:2100 Mn:2030),1900 (Mx:1950 Mn:1850),1090 (Mx:1300 Mn:1025),2280 (Mx:2350 Mn:2100),1,0.8,2,7.5
Tomato,Uttar Pradesh,Kamlaganj,2250 (Mx:2300 Mn:2200),2150 (Mx:2200 Mn:2100),1210 (Mx:1310 Mn:1110),-,0.2,0.2,32,-
Tomato,Uttar Pradesh,Kannauj,2000 (Mx:2050 Mn:1950),1800 (Mx:1850 Mn:1750),1200 (Mx:1250 Mn:1150),2300 (Mx:2350 Mn:2250),5,5,4,2
Tomato,Uttar Pradesh,Kanpur(Grain),1900 (Mx:2000 Mn:1800),1830 (Mx:1930 Mn:1730),1230 (Mx:1330 Mn:1130),-,50,42,60,-
Tomato,Uttar Pradesh,Karvi,2200 (Mx:2335 Mn:2125),2000 (Mx:2125 Mn:1900),1340 (Mx:1445 Mn:1235),2190 (Mx:2290 Mn:2090),2,1,2,0.7
Tomato,Uttar Pradesh,Kayamganj,1900 (Mx:2000 Mn:1800),1900 (Mx:1950 Mn:1800),-,2300 (Mx:2350 Mn:2250),17,20,-,2.5
Tomato,Uttar Pradesh,Khaga,2250 (Mx:2340 Mn:2150),1820 (Mx:1920 Mn:1700),1050 (Mx:1150 Mn:960),2340 (Mx:2400 Mn:2300),2.5,1.9,2.6,1.4
Tomato,Uttar Pradesh,Khairagarh,3550 (Mx:3600 Mn:3500),-,-,-,0.8,-,-,-
Tomato,Uttar Pradesh,Khurja,2040 (Mx:2140 Mn:1940),1865 (Mx:1965 Mn:1765),1070 (Mx:1140 Mn:1000),-,3,4,3,-
Tomato,Uttar Pradesh,Kiratpur,1050 (Mx:1100 Mn:1000),850 (Mx:900 Mn:800),-,1750 (Mx:1800 Mn:1700),0.5,1.3,-,0.2
Tomato,Uttar Pradesh,Kopaganj,850 (Mx:900 Mn:800),800 (Mx:860 Mn:600),850 (Mx:900 Mn:800),-,30,34,20,-
Tomato,Uttar Pradesh,Lakhimpur,2150 (Mx:2230 Mn:2100),2100 (Mx:2160 Mn:2080),1030 (Mx:1100 Mn:970),2420 (Mx:2460 Mn:2300),26,25,25,15
Tomato,Uttar Pradesh,Lalganj,1850 (Mx:1900 Mn:1750),1500 (Mx:1550 Mn:1420),950 (Mx:1000 Mn:900),2150 (Mx:2200 Mn:2100),7,6,2.2,4
Tomato,Uttar Pradesh,Lalitpur,2280 (Mx:2320 Mn:2250),1650 (Mx:1680 Mn:1620),980 (Mx:1050 Mn:960),2680 (Mx:2700 Mn:2600),4,5,7,7
Tomato,Uttar Pradesh,Lucknow,2150 (Mx:2200 Mn:2100),1950 (Mx:2000 Mn:1900),1080 (Mx:1130 Mn:1030),-,30,35,55,-
Tomato,Uttar Pradesh,Madhoganj,2075 (Mx:2100 Mn:2050),1900 (Mx:1950 Mn:1850),1000 (Mx:1050 Mn:950),2140 (Mx:2200 Mn:2100),1.2,2.3,2.3,1
Tomato,Uttar Pradesh,Mahoba,2340 (Mx:2420 Mn:2300),2040 (Mx:2100 Mn:2000),1360 (Mx:1400 Mn:1300),2350 (Mx:2400 Mn:2300),2.4,2.4,3,1.8
Tomato,Uttar Pradesh,Mainpuri,2000 (Mx:2100 Mn:1900),1600 (Mx:1660 Mn:1500),1020 (Mx:1110 Mn:915),-,8,9,7.6,-
Tomato,Uttar Pradesh,Manjhanpur,2175 (Mx:2280 Mn:2070),-,1150 (Mx:1240 Mn:1065),2330 (Mx:2420 Mn:2240),2.3,-,2,0.9
Tomato,Uttar Pradesh,Mathura,2100 (Mx:2300 Mn:1900),1500 (Mx:1700 Mn:1400),1040 (Mx:1120 Mn:980),-,30,40,55,-
Tomato,Uttar Pradesh,Mauranipur,2365 (Mx:2380 Mn:2345),2020 (Mx:2045 Mn:2000),1040 (Mx:1045 Mn:1020),2720 (Mx:2780 Mn:2680),4.2,4.5,4.2,4.2
Tomato,Uttar Pradesh,Mehmoodabad,2070 (Mx:2095 Mn:2045),1940 (Mx:1965 Mn:1915),-,2140 (Mx:2165 Mn:2120),9,5.2,-,5.2
Tomato,Uttar Pradesh,Milak,2070 (Mx:2110 Mn:2025),1855 (Mx:1900 Mn:1810),900 (Mx:940 Mn:865),2180 (Mx:2230 Mn:2130),4.7,5,4.3,2.3
Tomato,Uttar Pradesh,Mirzapur,2100 (Mx:2150 Mn:2075),2000 (Mx:2050 Mn:1945),890 (Mx:955 Mn:845),2085 (Mx:2145 Mn:2025),13.5,30,20,15
Tomato,Uttar Pradesh,Mohamadabad,2110 (Mx:2210 Mn:2010),1810 (Mx:1910 Mn:1710),1220 (Mx:1320 Mn:1120),2290 (Mx:2390 Mn:2190),2.3,2.2,3.2,3.7
Tomato,Uttar Pradesh,Mohammdi,1935 (Mx:1975 Mn:1892.5),1870 (Mx:1912.5 Mn:1825),882.5 (Mx:932.5 Mn:830),-,2.6,2.8,4,-
Tomato,Uttar Pradesh,Moth,2400 (Mx:2450 Mn:2360),1980 (Mx:2040 Mn:1900),1040 (Mx:1070 Mn:1000),2680 (Mx:2730 Mn:2600),5,5.5,7,3
Tomato,Uttar Pradesh,Mugrabaadshahpur,2185 (Mx:2285 Mn:2085),2110 (Mx:2210 Mn:2010),1060 (Mx:1160 Mn:960),-,1.6,2.2,2.2,-
Tomato,Uttar Pradesh,Muradabad,2070 (Mx:2090 Mn:2050),1860 (Mx:1880 Mn:1830),940 (Mx:960 Mn:920),2020 (Mx:2100 Mn:1980),35,150,35,18
Tomato,Uttar Pradesh,Muradnagar,1900 (Mx:2000 Mn:1800),1950 (Mx:2000 Mn:1900),725 (Mx:775 Mn:675),-,4,6.5,1700,-
Tomato,Uttar Pradesh,Muskara,2350 (Mx:2450 Mn:2250),1700 (Mx:1800 Mn:1600),1250 (Mx:1310 Mn:1200),2115 (Mx:2180 Mn:2080),1,1.2,0.9,0.5
Tomato,Uttar Pradesh,Nautnava,1600 (Mx:1800 Mn:1500),1500 (Mx:1600 Mn:1400),860 (Mx:900 Mn:800),-,0.1,0.1,0.2,-
Tomato,Uttar Pradesh,Nawabganj,2500 (Mx:2550 Mn:2450),1800 (Mx:1850 Mn:1750),1650 (Mx:1700 Mn:1600),3000 (Mx:3050 Mn:2950),3,5,4.5,7.5
Tomato,Uttar Pradesh,Noida,2000 (Mx:2100 Mn:1950),1950 (Mx:2080 Mn:1850),1020 (Mx:1150 Mn:970),-,170,158,215,-
Tomato,Uttar Pradesh,Orai,2350 (Mx:2550 Mn:2100),1900 (Mx:2150 Mn:1700),1050 (Mx:1250 Mn:900),3000 (Mx:3100 Mn:2900),7,12,9,2.8
Tomato,Uttar Pradesh,Pilibhit,2002.5 (Mx:2042.5 Mn:1955),1967.5 (Mx:2007.5 Mn:1930),-,2400 (Mx:2450 Mn:2350),1,1.5,-,1.8
Tomato,Uttar Pradesh,Pratapgarh,2140 (Mx:2250 Mn:2100),1800 (Mx:2100 Mn:1700),1100 (Mx:1250 Mn:1000),2500 (Mx:2600 Mn:2450),8,8,14,3.5
Tomato,Uttar Pradesh,Puranpur,1997.5 (Mx:2047.5 Mn:1950),1962.5 (Mx:2002.5 Mn:1925),777.5 (Mx:817.5 Mn:730),2400 (Mx:2450 Mn:2350),0.5,1,4,0.5
Tomato,Uttar Pradesh,Puwaha,2125 (Mx:2187.5 Mn:2050),2000 (Mx:2037.5 Mn:1950),912.5 (Mx:945 Mn:875),2400 (Mx:2500 Mn:2300),2.5,2.4,5,1.1
Tomato,Uttar Pradesh,Raibareilly,1950 (Mx:2000 Mn:1900),1825 (Mx:1850 Mn:1800),1125 (Mx:1150 Mn:1100),2125 (Mx:2150 Mn:2100),6.5,7,8,9
Tomato,Uttar Pradesh,Rampur,2050 (Mx:2100 Mn:2000),1830 (Mx:1870 Mn:1780),940 (Mx:1000 Mn:900),2150 (Mx:2200 Mn:2100),7,8.5,8,3
Tomato,Uttar Pradesh,Rampurmaniharan,1550 (Mx:1600 Mn:1500),-,660 (Mx:773.33 Mn:520),-,0.7,-,1.5,-
Tomato,Uttar Pradesh,Rasda,2125 (Mx:2200 Mn:2065),2190 (Mx:2255 Mn:2120),1000 (Mx:1070 Mn:925),-,4,3,7.6,-
